asset_id,asset_type,latitude,longitude,region
CA-HOU-01249,house,32.5,-117.0529,San Diego
CA-HOS-01250,hospital,32.5,-119.8039,Los Angeles
CA-HOU-01251,house,32.5,-118.6431,San Diego
CA-HOU-01252,house,38.1596,-122.1747,San Francisco
CA-HOU-01253,house,35.3794,-119.9323,Los Angeles
CA-TRA-01254,transformer,34.9962,-120.182,Los Angeles
CA-HOU-01255,house,34.7277,-119.5123,Los Angeles
CA-HOS-01256,hospital,37.5677,-121.3508,Sacramento
CA-EME-01257,emergency_center,34.9908,-120.2461,Los Angeles
CA-EME-01258,emergency_center,33.1367,-117.994,Los Angeles
CA-HOU-01259,house,33.8246,-120.405,Santa Barbara
CA-HOU-01260,house,33.7985,-116.5035,Los Angeles
CA-POW-01261,power_line,36.9108,-119.9857,Fresno
CA-TRA-01262,transformer,38.813,-121.0084,Sacramento
CA-TRA-01263,transformer,36.7294,-122.9438,San Francisco
CA-SHE-01264,shelter,38.0208,-120.8832,Sacramento
CA-HOU-01265,house,33.8967,-118.3863,Los Angeles
CA-HOU-01266,house,33.8727,-116.8041,San Diego
CA-HOU-01267,house,40.4124,-121.6833,Redding
CA-SCH-01268,school,34.0371,-117.6119,San Diego
CA-HOU-01269,house,33.1452,-120.4913,Los Angeles
CA-SHE-01270,shelter,33.506,-119.5975,Santa Barbara
CA-TRA-01271,transformer,37.7846,-121.8088,Sacramento
CA-TRA-01272,transformer,36.314,-119.2046,Fresno
CA-HOU-01273,house,38.1025,-121.2117,Sacramento
CA-HOU-01274,house,33.0835,-117.4445,Los Angeles
CA-SCH-01275,school,36.6691,-119.5919,Fresno
CA-TRA-01276,transformer,40.2683,-122.8351,Redding
CA-HOU-01277,house,36.6837,-122.0678,San Jose
CA-HOU-01278,house,35.1561,-118.7327,Bakersfield
CA-HOU-01279,house,33.5912,-118.0388,Riverside
CA-SCH-01280,school,40.4649,-122.724,Redding
CA-TRA-01281,transformer,37.0288,-121.5632,San Francisco
CA-POW-01282,power_line,33.8447,-116.8972,San Diego
CA-HOU-01283,house,36.8244,-120.6583,Sacramento
CA-POW-01284,power_line,32.5168,-119.7289,Los Angeles
CA-EME-01285,emergency_center,32.5,-116.3012,San Diego
CA-EME-01286,emergency_center,32.8079,-119.936,Los Angeles
CA-TRA-01287,transformer,35.8584,-118.6231,Bakersfield
CA-HOU-01288,house,37.4024,-122.1389,San Francisco
CA-HOU-01289,house,35.4213,-117.2726,Los Angeles
CA-HOS-01290,hospital,34.9302,-117.5153,Los Angeles
CA-HOU-01291,house,34.9697,-117.6005,Riverside
CA-HOU-01292,house,34.3951,-117.3524,Riverside
CA-HOU-01293,house,34.5862,-119.8727,Santa Barbara
CA-HOS-01294,hospital,34.7094,-117.7114,Los Angeles
CA-HOU-01295,house,36.9208,-122.7172,San Francisco
CA-HOU-01296,house,33.8391,-117.7797,San Diego
CA-HOU-01297,house,34.0468,-117.8644,Riverside
CA-HOU-01298,house,33.7967,-117.6832,Los Angeles
CA-HOU-01299,house,37.175,-121.6658,San Francisco
CA-HOU-01300,house,36.2394,-118.9787,Fresno
CA-HOU-01301,house,35.6288,-120.4915,Los Angeles
CA-HOU-01302,house,39.349,-121.4352,Sacramento
CA-HOU-01303,house,36.8502,-120.5167,Fresno
CA-SHE-01304,shelter,35.6653,-118.4788,Los Angeles
CA-TRA-01305,transformer,34.849,-119.4002,Los Angeles
CA-POW-01306,power_line,35.8403,-121.847,San Jose
CA-HOU-01307,house,35.5298,-119.5868,Bakersfield
CA-HOU-01308,house,40.6818,-122.6795,Redding
CA-TRA-01309,transformer,36.4533,-121.9298,San Francisco
CA-HOU-01310,house,38.896,-122.394,Sacramento
CA-POW-01311,power_line,33.2454,-119.5675,Los Angeles
CA-HOS-01312,hospital,34.5231,-116.9678,San Diego
CA-HOU-01313,house,36.6149,-118.5856,Los Angeles
CA-HOU-01314,house,37.5151,-123.3645,San Francisco
CA-HOU-01315,house,36.0679,-119.1157,Bakersfield
CA-POW-01316,power_line,35.1772,-118.965,Bakersfield
CA-HOU-01317,house,36.9874,-122.0155,San Jose
CA-SHE-01318,shelter,33.2318,-117.2247,Los Angeles
CA-HOU-01319,house,38.0749,-121.7161,San Francisco
CA-HOU-01320,house,33.9367,-119.9831,Santa Barbara
CA-HOU-01321,house,32.5,-118.4662,San Diego
CA-TRA-01322,transformer,38.6017,-121.3687,Sacramento
CA-HOU-01323,house,37.2726,-118.2744,Los Angeles
CA-HOS-01324,hospital,33.8218,-117.3224,San Diego
CA-HOU-01325,house,38.2178,-122.3495,San Jose
CA-HOU-01326,house,34.7579,-115.7423,Los Angeles
CA-HOU-01327,house,35.5752,-120.8532,Los Angeles
CA-HOU-01328,house,36.835,-122.9487,San Francisco
CA-TRA-01329,transformer,34.449,-119.879,Santa Barbara
CA-HOU-01330,house,32.7491,-118.2464,Los Angeles
CA-HOU-01331,house,33.5583,-118.0198,Los Angeles
CA-POW-01332,power_line,36.1274,-119.54,Bakersfield
CA-HOU-01333,house,33.2657,-117.7721,Riverside
CA-HOU-01334,house,33.3698,-117.6092,San Diego
CA-SCH-01335,school,33.8254,-119.4189,Santa Barbara
CA-EME-01336,emergency_center,32.5,-117.9091,Los Angeles
CA-HOS-01337,hospital,34.2361,-118.5019,Los Angeles
CA-HOU-01338,house,33.4166,-118.9281,Los Angeles
CA-EME-01339,emergency_center,38.5017,-121.1584,Sacramento
CA-SCH-01340,school,34.3707,-116.823,Riverside
CA-HOU-01341,house,37.9736,-121.057,Sacramento
CA-TRA-01342,transformer,36.6893,-118.3928,Los Angeles
CA-POW-01343,power_line,37.1485,-122.0262,San Jose
CA-HOU-01344,house,37.7863,-122.6557,San Jose
CA-TRA-01345,transformer,33.7707,-117.9309,Los Angeles
CA-SCH-01346,school,35.9735,-119.0666,Bakersfield
CA-HOU-01347,house,34.2472,-119.9541,Santa Barbara
CA-POW-01348,power_line,36.9621,-122.1669,San Francisco
CA-SCH-01349,school,38.1485,-123.5252,San Francisco
CA-HOU-01350,house,39.806,-121.0329,Sacramento
CA-POW-01351,power_line,40.1407,-122.4388,Redding
CA-TRA-01352,transformer,36.8232,-119.6706,Fresno
CA-HOU-01353,house,35.088,-118.412,Bakersfield
CA-POW-01354,power_line,37.0055,-118.5566,Fresno
CA-HOU-01355,house,40.651,-122.7027,Redding
CA-POW-01356,power_line,34.8074,-120.0582,Bakersfield
CA-TRA-01357,transformer,34.9488,-117.5756,Los Angeles
CA-HOU-01358,house,33.3729,-118.8552,Los Angeles
CA-HOU-01359,house,32.997,-117.405,Los Angeles
CA-TRA-01360,transformer,34.4608,-116.3128,Los Angeles
CA-HOU-01361,house,35.3452,-117.8205,Los Angeles
CA-HOU-01362,house,34.2475,-119.5304,Santa Barbara
CA-SCH-01363,school,41.2458,-122.8691,Redding
CA-HOS-01364,hospital,32.7074,-118.0029,Los Angeles
CA-HOU-01365,house,36.3423,-117.3358,Los Angeles
CA-EME-01366,emergency_center,33.9026,-118.0042,Riverside
CA-HOU-01367,house,38.9536,-121.4807,Sacramento
CA-TRA-01368,transformer,33.5333,-119.0626,Los Angeles
CA-HOU-01369,house,32.5,-118.6113,San Diego
CA-POW-01370,power_line,34.7988,-119.8061,Los Angeles
CA-HOU-01371,house,40.5042,-122.2678,Redding
CA-SCH-01372,school,32.5,-117.6141,Los Angeles
CA-HOS-01373,hospital,35.3877,-119.0518,Bakersfield
CA-HOU-01374,house,41.5929,-122.785,Redding
CA-TRA-01375,transformer,37.5929,-122.4034,San Jose
CA-TRA-01376,transformer,34.9289,-118.3921,Los Angeles
CA-HOU-01377,house,38.7683,-121.6485,Sacramento
CA-SCH-01378,school,33.8159,-117.8269,Los Angeles
CA-SHE-01379,shelter,34.3775,-118.2706,Riverside
CA-SCH-01380,school,37.0973,-122.4454,San Jose
CA-POW-01381,power_line,34.004,-119.0143,Santa Barbara
CA-HOU-01382,house,35.3838,-119.2514,Los Angeles
CA-HOU-01383,house,32.9747,-117.2079,San Diego
CA-HOU-01384,house,38.0599,-121.9508,Sacramento
CA-SHE-01385,shelter,33.6511,-115.5356,Los Angeles
CA-POW-01386,power_line,38.8588,-121.2257,San Jose
CA-SHE-01387,shelter,38.867,-122.3709,Sacramento
CA-HOU-01388,house,38.5614,-123.7242,San Francisco
CA-POW-01389,power_line,37.5576,-120.5765,San Francisco
CA-SCH-01390,school,36.5503,-118.624,Bakersfield
CA-HOU-01391,house,37.0403,-121.5694,San Francisco
CA-HOU-01392,house,41.1266,-122.3712,Redding
CA-HOS-01393,hospital,34.8469,-119.6309,Santa Barbara
CA-HOU-01394,house,32.9928,-121.3612,Los Angeles
CA-HOU-01395,house,33.7456,-117.6364,Riverside
CA-HOU-01396,house,37.9441,-121.9707,San Jose
CA-HOU-01397,house,36.073,-118.1433,Los Angeles
CA-TRA-01398,transformer,40.4355,-121.7302,Redding
CA-TRA-01399,transformer,35.3034,-119.3101,Bakersfield
CA-TRA-01400,transformer,35.052,-119.4384,Bakersfield
CA-HOU-01401,house,34.3755,-119.9076,Santa Barbara
CA-HOS-01402,hospital,33.9141,-120.1519,Santa Barbara
CA-TRA-01403,transformer,34.7478,-118.17,Los Angeles
CA-HOU-01404,house,34.1613,-120.0177,Santa Barbara
CA-HOU-01405,house,35.6372,-119.1959,Los Angeles
CA-TRA-01406,transformer,33.7708,-117.2973,Riverside
CA-EME-01407,emergency_center,32.5,-118.0099,San Diego
CA-HOU-01408,house,35.381,-118.2415,Bakersfield
CA-HOU-01409,house,32.6561,-118.3088,Los Angeles
CA-SCH-01410,school,36.7489,-119.1722,Fresno
CA-HOU-01411,house,36.1801,-119.1371,Bakersfield
CA-HOU-01412,house,33.6328,-119.4822,Los Angeles
CA-EME-01413,emergency_center,34.4849,-119.5872,Santa Barbara
CA-SCH-01414,school,34.6387,-118.4235,Bakersfield
CA-HOU-01415,house,37.6793,-120.727,Sacramento
CA-HOU-01416,house,38.0652,-121.7699,San Jose
CA-SHE-01417,shelter,38.0501,-122.4987,San Francisco
CA-HOU-01418,house,32.5639,-116.6818,San Diego
CA-HOU-01419,house,35.4276,-120.578,Los Angeles
CA-HOU-01420,house,32.5,-117.4564,San Diego
CA-HOU-01421,house,36.4572,-119.0515,Fresno
CA-HOU-01422,house,38.7144,-123.6248,Sacramento
CA-HOU-01423,house,34.7823,-117.8843,Los Angeles
CA-HOU-01424,house,35.0047,-118.8102,Bakersfield
CA-HOS-01425,hospital,37.1257,-119.1712,Fresno
CA-HOU-01426,house,35.2871,-119.8012,Los Angeles
CA-HOU-01427,house,36.0997,-119.3111,Bakersfield
CA-POW-01428,power_line,33.9367,-116.8865,Riverside
CA-SHE-01429,shelter,32.6257,-115.778,San Diego
CA-HOU-01430,house,37.6941,-123.7336,San Francisco
CA-HOU-01431,house,35.3586,-119.0734,Los Angeles
CA-TRA-01432,transformer,36.3736,-118.4146,Bakersfield
CA-HOU-01433,house,35.6373,-116.6438,Los Angeles
CA-EME-01434,emergency_center,37.7437,-122.5053,San Francisco
CA-SHE-01435,shelter,37.088,-122.9756,San Francisco
CA-HOU-01436,house,34.1937,-120.1497,Santa Barbara
CA-HOU-01437,house,33.0371,-116.3808,San Diego
CA-SCH-01438,school,33.9345,-118.4437,Riverside
CA-HOU-01439,house,35.7059,-119.2361,Los Angeles
CA-POW-01440,power_line,34.1445,-118.2514,Riverside
CA-HOU-01441,house,38.196,-122.2038,Sacramento
CA-HOU-01442,house,32.7468,-116.5646,San Diego
CA-TRA-01443,transformer,35.7739,-121.5287,San Francisco
CA-HOU-01444,house,34.0977,-116.8237,San Diego
CA-HOU-01445,house,35.0445,-120.7522,Los Angeles
CA-HOU-01446,house,33.0168,-117.4928,San Diego
CA-HOU-01447,house,36.6176,-119.4221,Fresno
CA-HOU-01448,house,38.9165,-121.3688,Sacramento
CA-HOU-01449,house,37.1557,-122.4911,San Jose
CA-HOU-01450,house,33.818,-119.9358,Santa Barbara
CA-SCH-01451,school,33.4695,-119.4285,Los Angeles
CA-HOU-01452,house,32.8373,-117.106,Los Angeles
CA-HOU-01453,house,37.28,-118.8929,Fresno
CA-HOS-01454,hospital,38.5784,-121.5445,San Francisco
CA-HOU-01455,house,36.6676,-122.5024,San Jose
CA-HOU-01456,house,34.3417,-119.307,Santa Barbara
CA-HOU-01457,house,36.9103,-119.8705,Fresno
CA-TRA-01458,transformer,33.426,-119.7218,Santa Barbara
CA-HOU-01459,house,33.7135,-117.9747,Los Angeles
CA-TRA-01460,transformer,36.9514,-120.0227,Fresno
CA-HOU-01461,house,36.99,-122.2428,San Jose
CA-TRA-01462,transformer,33.6904,-116.5476,Los Angeles
CA-HOU-01463,house,33.4262,-117.5332,Los Angeles
CA-TRA-01464,transformer,33.8235,-116.7321,Los Angeles
CA-TRA-01465,transformer,32.901,-118.3976,San Diego
CA-POW-01466,power_line,36.4908,-120.1466,Fresno
CA-HOU-01467,house,36.8618,-122.8296,San Francisco
CA-HOU-01468,house,34.0191,-117.1177,Los Angeles
CA-HOU-01469,house,34.7952,-118.0868,Los Angeles
CA-HOU-01470,house,34.7184,-120.0415,Santa Barbara
CA-HOU-01471,house,34.5317,-116.6245,Los Angeles
CA-HOU-01472,house,33.7815,-117.4222,Riverside
CA-HOU-01473,house,37.2699,-122.5242,San Francisco
CA-EME-01474,emergency_center,33.99,-116.8035,San Diego
CA-HOS-01475,hospital,32.7318,-116.2435,San Diego
CA-EME-01476,emergency_center,34.3265,-118.833,Los Angeles
CA-TRA-01477,transformer,38.526,-122.9209,San Francisco
CA-TRA-01478,transformer,40.9572,-122.3582,Redding
CA-HOU-01479,house,39.8494,-120.7045,Sacramento
CA-HOU-01480,house,32.7605,-119.795,San Diego
CA-HOU-01481,house,40.0108,-121.5592,Sacramento
CA-HOU-01482,house,34.3824,-118.4818,Los Angeles
CA-SCH-01483,school,37.9766,-120.9476,Sacramento
CA-HOU-01484,house,36.6068,-120.3624,Fresno
CA-HOU-01485,house,33.6444,-118.8645,Los Angeles
CA-SHE-01486,shelter,34.014,-118.0872,Los Angeles
CA-HOS-01487,hospital,34.3776,-118.2804,Los Angeles
CA-SCH-01488,school,35.6813,-119.7395,Fresno
CA-HOU-01489,house,34.636,-119.641,Santa Barbara
CA-HOU-01490,house,34.0742,-117.4701,San Diego
CA-HOU-01491,house,38.0803,-120.7902,Sacramento
CA-TRA-01492,transformer,33.3797,-119.4903,Los Angeles
CA-HOU-01493,house,34.3811,-119.1957,Los Angeles
CA-HOU-01494,house,38.9793,-121.8793,San Francisco
CA-SCH-01495,school,37.0687,-122.4022,San Jose
CA-HOU-01496,house,36.4627,-121.9568,San Jose
CA-HOU-01497,house,34.9646,-117.0319,Los Angeles
CA-SCH-01498,school,35.0816,-116.4319,Los Angeles
CA-HOU-01499,house,35.2621,-119.1205,Santa Barbara
CA-HOU-01500,house,38.5454,-122.1064,San Francisco
CA-HOU-01501,house,32.808,-117.9978,San Diego
CA-HOU-01502,house,34.939,-118.806,Los Angeles
CA-HOS-01503,hospital,33.8081,-120.4307,Santa Barbara
CA-TRA-01504,transformer,37.4365,-122.2888,San Jose
CA-HOU-01505,house,32.9083,-118.1619,San Diego
CA-TRA-01506,transformer,32.5,-115.8849,San Diego
CA-HOU-01507,house,34.8158,-116.2728,Los Angeles
CA-HOU-01508,house,35.1291,-119.6335,Los Angeles
CA-POW-01509,power_line,34.635,-117.8417,Riverside
CA-HOS-01510,hospital,39.7482,-122.0976,Sacramento
CA-HOU-01511,house,33.0161,-117.4516,Los Angeles
CA-SCH-01512,school,32.7156,-116.0655,Los Angeles
CA-HOU-01513,house,36.1911,-121.5191,San Francisco
CA-POW-01514,power_line,38.46,-121.2003,Sacramento
CA-HOU-01515,house,37.9764,-121.05,Sacramento
CA-HOU-01516,house,33.4337,-116.151,San Diego
CA-POW-01517,power_line,33.4042,-116.3847,Riverside
CA-POW-01518,power_line,34.8695,-117.1355,Riverside
CA-HOU-01519,house,33.8167,-117.3764,Riverside
CA-HOU-01520,house,37.6988,-122.4706,San Jose
CA-HOU-01521,house,37.3271,-122.9537,San Francisco
CA-HOU-01522,house,32.7078,-117.9921,Los Angeles
CA-HOU-01523,house,41.0361,-122.4675,Redding
CA-HOU-01524,house,34.005,-117.638,Los Angeles
CA-HOU-01525,house,38.749,-121.0837,Sacramento
CA-HOU-01526,house,33.9885,-117.061,Riverside
CA-HOU-01527,house,34.6092,-119.8113,Los Angeles
CA-HOU-01528,house,40.2951,-122.5275,Redding
CA-HOU-01529,house,34.657,-117.7633,Riverside
CA-TRA-01530,transformer,33.0755,-116.5928,Los Angeles
CA-HOU-01531,house,35.0332,-116.3164,Los Angeles
CA-HOU-01532,house,33.7263,-119.6882,Santa Barbara
CA-POW-01533,power_line,33.8494,-120.7193,Los Angeles
CA-POW-01534,power_line,36.2285,-117.9894,Los Angeles
CA-HOU-01535,house,37.146,-120.6524,Sacramento
CA-HOU-01536,house,36.7044,-118.8433,Los Angeles
CA-HOU-01537,house,39.1851,-121.0175,Sacramento
CA-POW-01538,power_line,40.3158,-119.829,Sacramento
CA-HOU-01539,house,37.8147,-120.2525,Sacramento
CA-HOU-01540,house,33.163,-117.3988,Los Angeles
CA-TRA-01541,transformer,35.3972,-119.6909,Bakersfield
CA-HOU-01542,house,40.5633,-122.7818,Redding
CA-EME-01543,emergency_center,33.9129,-119.1315,Los Angeles
CA-HOU-01544,house,34.0966,-116.7778,Riverside
CA-SCH-01545,school,37.5733,-122.6914,San Francisco
CA-HOU-01546,house,38.2366,-122.9338,San Francisco
CA-TRA-01547,transformer,36.5396,-119.0879,Fresno
CA-HOU-01548,house,34.1814,-117.7972,Los Angeles
CA-TRA-01549,transformer,34.8947,-115.6451,Los Angeles
CA-SHE-01550,shelter,37.1944,-122.8487,San Francisco
CA-POW-01551,power_line,34.9875,-118.8716,Los Angeles
CA-HOU-01552,house,33.6677,-116.2833,Los Angeles
CA-HOU-01553,house,38.3153,-122.0446,Sacramento
CA-SCH-01554,school,32.5,-118.8019,Los Angeles
CA-TRA-01555,transformer,38.7155,-121.7169,San Francisco
CA-TRA-01556,transformer,36.7069,-119.7485,Fresno
CA-HOU-01557,house,35.233,-118.6279,Los Angeles
CA-HOU-01558,house,41.4424,-122.0096,Redding
CA-HOU-01559,house,37.997,-123.0913,San Francisco
CA-HOU-01560,house,38.3681,-120.2826,Sacramento
CA-HOU-01561,house,35.3028,-118.4668,Bakersfield
CA-HOU-01562,house,34.6503,-117.5238,Los Angeles
CA-SCH-01563,school,38.4583,-122.8316,San Francisco
CA-POW-01564,power_line,34.3149,-116.5444,Los Angeles
CA-HOU-01565,house,38.1135,-122.027,San Francisco
CA-SHE-01566,shelter,36.88,-121.3261,Fresno
CA-EME-01567,emergency_center,38.461,-121.0419,San Jose
CA-TRA-01568,transformer,37.0004,-118.5756,Los Angeles
CA-HOS-01569,hospital,33.9118,-117.8926,San Diego
CA-TRA-01570,transformer,38.5438,-121.9827,San Jose
CA-HOU-01571,house,36.3624,-118.4131,Fresno
CA-HOU-01572,house,38.4128,-120.5689,Sacramento
CA-POW-01573,power_line,33.6699,-118.211,Los Angeles
CA-HOU-01574,house,33.3202,-117.1599,Riverside
CA-SCH-01575,school,38.6159,-122.8486,San Francisco
CA-HOU-01576,house,37.6968,-121.8622,San Francisco
CA-HOU-01577,house,39.1665,-121.0358,Sacramento
CA-HOU-01578,house,35.444,-117.3772,Riverside
CA-SHE-01579,shelter,37.3976,-121.3854,San Jose
CA-TRA-01580,transformer,37.1387,-122.1285,San Jose
CA-HOU-01581,house,34.1636,-117.4549,Los Angeles
CA-TRA-01582,transformer,38.1822,-122.3274,San Francisco
CA-POW-01583,power_line,35.7939,-117.5329,Los Angeles
CA-EME-01584,emergency_center,35.6818,-120.1522,Fresno
CA-EME-01585,emergency_center,34.2692,-119.2104,Santa Barbara
CA-HOU-01586,house,37.2217,-120.4444,Fresno
CA-HOU-01587,house,33.6613,-119.2582,Los Angeles
CA-TRA-01588,transformer,38.3142,-122.696,San Jose
CA-HOU-01589,house,33.3824,-116.901,San Diego
CA-POW-01590,power_line,35.1523,-116.8775,Los Angeles
CA-EME-01591,emergency_center,40.7943,-122.2833,Redding
CA-HOU-01592,house,37.0927,-119.5334,Fresno
CA-HOU-01593,house,39.6163,-120.1396,Sacramento
CA-POW-01594,power_line,33.7883,-117.0927,Riverside
CA-HOU-01595,house,38.2943,-122.6435,San Francisco
CA-SHE-01596,shelter,36.8507,-122.0959,San Jose
CA-SHE-01597,shelter,32.5,-116.6092,San Diego
CA-EME-01598,emergency_center,35.649,-120.0563,Los Angeles
CA-TRA-01599,transformer,37.8702,-121.6835,Sacramento
CA-HOU-01600,house,39.1124,-120.7693,Sacramento
CA-HOU-01601,house,32.5,-116.7956,San Diego
CA-TRA-01602,transformer,35.2616,-119.5286,Los Angeles
CA-EME-01603,emergency_center,33.2918,-116.6769,Los Angeles
CA-EME-01604,emergency_center,36.9854,-121.3054,San Jose
CA-SHE-01605,shelter,34.577,-119.051,Bakersfield
CA-HOU-01606,house,33.7453,-120.2213,Santa Barbara
CA-HOU-01607,house,36.0161,-122.8176,San Francisco
CA-EME-01608,emergency_center,34.3345,-119.1477,Santa Barbara
CA-HOU-01609,house,35.0057,-118.7009,Bakersfield
CA-POW-01610,power_line,32.5,-116.3067,San Diego
CA-EME-01611,emergency_center,36.7598,-123.6807,San Francisco
CA-HOU-01612,house,36.8931,-122.3666,San Francisco
CA-HOU-01613,house,34.1564,-118.4361,Los Angeles
CA-HOU-01614,house,32.5,-119.2777,Los Angeles
CA-HOU-01615,house,33.8626,-121.0309,Los Angeles
CA-HOU-01616,house,33.4509,-118.2068,Los Angeles
CA-HOS-01617,hospital,36.3874,-120.004,Fresno
CA-HOU-01618,house,33.4812,-116.9145,Los Angeles
CA-SCH-01619,school,37.297,-122.1351,San Jose
CA-HOU-01620,house,35.8323,-120.1133,Fresno
CA-HOU-01621,house,33.3066,-117.1491,San Diego
CA-EME-01622,emergency_center,34.9943,-117.2799,Los Angeles
CA-HOU-01623,house,36.8536,-121.2785,San Jose
CA-TRA-01624,transformer,33.5568,-120.1039,Santa Barbara
CA-TRA-01625,transformer,37.5621,-122.7885,San Francisco
CA-HOU-01626,house,37.2142,-120.2062,Fresno
CA-HOU-01627,house,37.3131,-118.9886,Fresno
CA-POW-01628,power_line,35.6379,-117.1299,Los Angeles
CA-SCH-01629,school,34.1812,-119.7686,Los Angeles
CA-TRA-01630,transformer,36.9072,-120.8634,San Jose
CA-TRA-01631,transformer,35.3085,-118.2331,Bakersfield
CA-TRA-01632,transformer,34.9879,-120.1541,Santa Barbara
CA-HOU-01633,house,36.6121,-118.1247,Los Angeles
CA-EME-01634,emergency_center,38.5634,-121.7629,Sacramento
CA-EME-01635,emergency_center,35.7395,-122.8188,San Francisco
CA-EME-01636,emergency_center,35.7535,-118.1365,Los Angeles
CA-POW-01637,power_line,36.615,-120.1993,Fresno
CA-SHE-01638,shelter,38.0998,-123.2183,San Francisco
CA-HOU-01639,house,32.5,-117.8654,San Diego
CA-SCH-01640,school,33.7546,-117.4781,Riverside
CA-HOS-01641,hospital,34.6164,-116.7299,Los Angeles
CA-HOU-01642,house,32.5,-117.3769,San Diego
CA-POW-01643,power_line,35.4281,-119.2995,Bakersfield
CA-HOU-01644,house,32.8368,-117.656,Los Angeles
CA-HOU-01645,house,37.5362,-120.5541,Sacramento
CA-SCH-01646,school,35.1526,-118.2001,Bakersfield
CA-HOU-01647,house,36.7206,-119.7411,Fresno
CA-POW-01648,power_line,34.6361,-116.5055,Riverside
CA-SCH-01649,school,33.0673,-118.7855,Los Angeles
CA-HOU-01650,house,37.6584,-121.5172,San Jose
CA-TRA-01651,transformer,34.0245,-117.6463,Los Angeles
CA-TRA-01652,transformer,37.3685,-120.7869,Sacramento
CA-HOS-01653,hospital,36.4137,-119.142,Fresno
CA-HOU-01654,house,32.5,-116.0957,San Diego
CA-HOU-01655,house,37.4981,-121.858,San Jose
CA-HOU-01656,house,34.2242,-118.2675,Riverside
CA-TRA-01657,transformer,34.4757,-119.6171,Santa Barbara
CA-HOU-01658,house,38.4041,-121.4684,Sacramento
CA-HOU-01659,house,38.2239,-120.9494,San Francisco
CA-HOS-01660,hospital,37.6192,-123.0008,San Francisco
CA-HOU-01661,house,33.6121,-117.5342,Riverside
CA-HOU-01662,house,35.1472,-118.2797,Los Angeles
CA-HOU-01663,house,33.3887,-117.0585,Riverside
CA-HOS-01664,hospital,34.8647,-120.3603,Los Angeles
CA-HOU-01665,house,39.8945,-122.699,Redding
CA-HOU-01666,house,35.8256,-119.4186,Los Angeles
CA-HOU-01667,house,35.2556,-117.289,Riverside
CA-POW-01668,power_line,37.7296,-122.363,Sacramento
CA-HOU-01669,house,38.2555,-121.0472,Sacramento
CA-HOU-01670,house,40.6963,-122.3117,Redding
CA-POW-01671,power_line,40.4772,-122.8293,Redding
CA-HOU-01672,house,35.6634,-119.1847,Bakersfield
CA-HOU-01673,house,37.7603,-122.9036,San Jose
CA-TRA-01674,transformer,36.7103,-121.2061,San Jose
CA-HOU-01675,house,33.9261,-119.3259,Los Angeles
CA-HOU-01676,house,32.7418,-116.4778,San Diego
CA-HOU-01677,house,32.5,-118.1383,San Diego
CA-HOU-01678,house,35.3269,-119.1963,Los Angeles
CA-HOS-01679,hospital,37.2123,-119.8705,Los Angeles
CA-HOU-01680,house,33.5558,-117.2624,Los Angeles
CA-TRA-01681,transformer,37.042,-119.9607,Fresno
CA-SHE-01682,shelter,33.4756,-117.5781,San Diego
CA-HOS-01683,hospital,32.5,-117.3473,San Diego
CA-HOU-01684,house,32.5,-118.2188,Los Angeles
CA-HOU-01685,house,37.8877,-121.6443,Sacramento
CA-HOU-01686,house,32.5,-118.1562,Los Angeles
CA-HOU-01687,house,32.6755,-118.5073,Los Angeles
CA-HOU-01688,house,35.6716,-119.126,Bakersfield
CA-HOU-01689,house,33.6006,-117.9315,Los Angeles
CA-HOU-01690,house,34.3081,-119.871,Santa Barbara
CA-EME-01691,emergency_center,36.6827,-122.2012,San Francisco
CA-HOU-01692,house,33.99,-119.1728,Santa Barbara
CA-HOU-01693,house,32.9394,-117.0893,Los Angeles
CA-SCH-01694,school,37.2377,-122.5048,San Francisco
CA-HOU-01695,house,38.4565,-122.8247,Sacramento
CA-TRA-01696,transformer,33.7197,-119.5835,Santa Barbara
CA-SHE-01697,shelter,35.6333,-119.0457,Los Angeles
CA-HOU-01698,house,35.5944,-118.8792,Bakersfield
CA-HOU-01699,house,38.644,-120.4788,Sacramento
CA-HOU-01700,house,37.1943,-122.3309,San Jose
CA-HOU-01701,house,41.3262,-122.4067,Redding
CA-POW-01702,power_line,37.1491,-122.29,San Francisco
CA-HOU-01703,house,37.4931,-122.3522,San Francisco
CA-HOU-01704,house,32.8617,-116.0515,San Diego
CA-HOS-01705,hospital,38.1593,-121.485,Sacramento
CA-HOU-01706,house,37.9437,-122.1063,San Francisco
CA-HOU-01707,house,38.0955,-121.4601,San Jose
CA-HOU-01708,house,34.8279,-117.4947,Los Angeles
CA-HOU-01709,house,34.257,-118.9295,Los Angeles
CA-SCH-01710,school,33.6128,-117.3021,Los Angeles
CA-SCH-01711,school,35.8909,-119.7785,Fresno
CA-HOU-01712,house,34.4449,-120.5869,Santa Barbara
CA-HOU-01713,house,35.9954,-119.7563,Fresno
CA-HOU-01714,house,32.8,-118.3106,Los Angeles
CA-SHE-01715,shelter,37.9071,-123.4531,San Francisco
CA-HOU-01716,house,36.2626,-122.3644,San Jose
CA-HOU-01717,house,37.6232,-123.1254,San Francisco
CA-TRA-01718,transformer,38.9744,-122.8359,San Francisco
CA-HOU-01719,house,33.8827,-117.8141,Los Angeles
CA-SCH-01720,school,33.1158,-118.1971,San Diego
