fire_id,ignition_lat,ignition_lon,ignition_time,zone,spread_radius_km,duration_hours,acres_burned,temperature,humidity,wind_speed,rainfall,drought_index,impact_score
CAF-2022-0891,37.9553,-121.0896,2022-08-14 10:00:00,Northern Sierra Nevada,3.68,47.9,6034.6,42.2,24.4,44.5,0.18,8.22,0.0
CAF-2022-0892,33.9154,-119.1223,2022-08-20 18:00:00,Santa Barbara Ventura,2.43,30.7,2437.2,37.7,23.5,56.6,0.01,9.48,0.23
CAF-2022-0893,35.9275,-117.8944,2022-08-03 08:00:00,Southern California,1.26,12.7,533.8,29.8,13.3,35.5,0.64,6.51,1.28
CAF-2019-0894,36.9591,-119.1795,2019-07-23 11:00:00,Central Valley Foothills,3.2,50.8,2484.0,43.3,18.7,25.6,0.04,6.58,0.17
CAF-2020-0895,33.7307,-116.157,2020-09-07 06:00:00,Inland Empire,2.17,6.1,1389.3,38.1,7.1,36.9,0.38,7.29,2.75
CAF-2018-0896,37.0036,-119.1114,2018-06-05 13:00:00,Central Valley Foothills,4.56,47.3,8898.5,38.6,5.0,19.9,0.02,8.45,3.3
CAF-2022-0897,33.9737,-117.3526,2022-09-27 13:00:00,Inland Empire,0.14,19.7,10.0,31.0,17.8,19.7,0.27,9.58,0.67
CAF-2023-0898,32.966,-116.4902,2023-05-08 08:00:00,Inland Empire,2.17,17.6,829.8,12.9,43.6,26.6,0.46,1.39,0.0
CAF-2020-0899,35.4641,-118.181,2020-03-04 08:00:00,Southern California,0.48,8.4,40.7,16.5,49.7,8.8,17.86,4.22,0.0
CAF-2018-0900,40.6964,-123.799,2018-05-04 14:00:00,Shasta Cascade,0.84,26.6,412.0,22.1,58.5,7.2,4.2,2.72,0.0
CAF-2019-0901,33.6111,-119.2922,2019-08-15 13:00:00,Santa Barbara Ventura,5.76,71.0,5929.1,42.4,5.0,52.5,0.14,7.47,3.68
CAF-2018-0902,39.2292,-122.327,2018-10-07 06:00:00,Shasta Cascade,1.99,24.4,1498.0,40.2,9.5,37.2,0.23,4.74,1.76
CAF-2023-0903,32.5,-117.6228,2023-11-02 09:00:00,San Diego County,0.8,4.0,188.0,20.2,47.6,32.2,1.23,0.9,0.0
CAF-2020-0904,34.2727,-116.962,2020-10-08 19:00:00,San Diego County,6.41,66.5,17033.9,31.9,19.0,47.1,0.19,5.81,0.51
CAF-2022-0905,34.3603,-116.6831,2022-12-10 11:00:00,Southern California,1.95,40.6,1209.8,17.4,49.8,11.4,6.08,2.61,0.0
CAF-2019-0906,40.6337,-122.1584,2019-12-10 11:00:00,Northern Sierra Nevada,1.87,23.6,1569.7,20.4,56.5,22.4,4.13,5.09,0.0
CAF-2018-0907,35.2424,-119.5562,2018-07-26 12:00:00,Southern California,2.48,29.6,3437.1,39.9,5.0,7.6,0.12,7.69,2.82
CAF-2022-0908,37.2799,-118.9686,2022-10-14 18:00:00,Central Valley Foothills,0.63,11.0,238.6,28.3,15.9,30.0,0.06,6.72,0.67
CAF-2021-0909,32.5,-116.5202,2021-09-02 18:00:00,San Diego County,4.34,31.9,8081.8,43.9,8.7,53.5,0.02,8.72,3.12
CAF-2019-0910,37.7836,-121.6547,2019-09-12 12:00:00,Shasta Cascade,2.21,11.9,1462.2,33.0,22.2,48.9,0.22,7.05,0.0
CAF-2022-0911,41.8451,-121.8212,2022-07-24 13:00:00,Shasta Cascade,5.22,20.8,10107.2,30.9,16.3,48.1,0.03,8.08,1.43
CAF-2020-0912,40.2729,-121.4539,2020-05-09 16:00:00,Northern Sierra Nevada,0.31,11.8,37.2,23.1,39.5,14.1,1.01,3.53,0.0
CAF-2019-0913,33.7173,-121.5208,2019-11-15 07:00:00,Southern California,1.95,1.0,2295.0,21.8,54.2,14.9,2.79,3.24,0.0
CAF-2019-0914,42.0,-123.3139,2019-08-15 19:00:00,Shasta Cascade,0.84,29.3,281.1,50.0,14.4,29.6,0.34,6.95,1.01
CAF-2021-0915,37.0555,-123.6956,2021-03-04 19:00:00,Northern Sierra Nevada,3.03,27.3,3063.0,23.6,56.4,26.6,1.5,2.64,0.0
CAF-2018-0916,41.0609,-121.6349,2018-02-12 15:00:00,Northern Sierra Nevada,0.9,13.2,365.6,16.1,54.2,14.6,5.12,1.03,0.0
CAF-2020-0917,39.8979,-122.0954,2020-07-24 12:00:00,Northern Sierra Nevada,3.97,26.7,9610.2,41.2,10.5,31.5,0.35,5.32,1.71
CAF-2019-0918,33.5031,-118.1983,2019-11-03 14:00:00,Inland Empire,0.87,5.3,252.8,9.7,50.9,5.9,2.58,2.46,0.0
CAF-2019-0919,33.0226,-118.419,2019-09-21 09:00:00,Southern California,2.28,27.3,2103.7,41.3,20.4,36.5,0.69,8.65,0.37
CAF-2023-0920,38.9337,-120.9533,2023-07-23 07:00:00,Northern Sierra Nevada,2.43,22.8,2094.4,35.8,13.7,50.0,0.65,6.56,1.5
CAF-2019-0921,36.5959,-120.2771,2019-11-22 16:00:00,Central Valley Foothills,1.56,27.0,831.0,15.4,54.6,11.9,10.59,0.25,0.0
CAF-2022-0922,35.3288,-118.4759,2022-11-27 12:00:00,Southern California,0.7,2.6,251.9,19.8,46.9,5.4,0.04,4.44,0.0
CAF-2020-0923,35.2915,-119.1711,2020-07-19 14:00:00,Santa Barbara Ventura,2.6,20.4,2293.5,47.9,23.3,27.2,0.72,6.33,0.0
CAF-2023-0924,40.844,-119.9748,2023-09-12 17:00:00,Shasta Cascade,1.57,31.4,1166.2,39.0,11.5,18.9,0.31,6.43,1.37
CAF-2019-0925,34.4831,-120.4892,2019-09-17 15:00:00,Santa Barbara Ventura,0.94,14.5,231.2,37.8,18.9,13.6,0.99,5.23,0.0
CAF-2018-0926,32.5,-116.3667,2018-09-25 07:00:00,Southern California,2.66,34.6,3025.0,28.2,22.6,47.4,0.05,6.18,0.0
CAF-2018-0927,34.2533,-117.7998,2018-01-06 13:00:00,Southern California,0.71,2.0,301.4,21.2,37.8,11.1,3.36,3.11,0.0
CAF-2022-0928,38.3199,-120.8184,2022-12-21 09:00:00,Northern Sierra Nevada,2.38,5.5,969.2,14.8,57.2,34.4,7.03,3.15,0.0
CAF-2021-0929,32.5,-116.879,2021-07-09 17:00:00,San Diego County,0.1,15.6,3.9,44.7,5.0,39.8,0.2,6.75,2.97
CAF-2020-0930,38.0359,-120.385,2020-09-15 12:00:00,Northern Sierra Nevada,0.72,6.7,208.8,29.6,12.9,41.1,0.04,5.87,1.28
CAF-2018-0931,40.9039,-121.3794,2018-08-04 08:00:00,Northern Sierra Nevada,0.89,8.2,216.1,41.8,13.0,17.9,0.25,5.43,0.81
CAF-2018-0932,35.0647,-118.4741,2018-03-05 18:00:00,Southern California,0.89,21.2,339.6,19.2,51.3,11.4,3.58,2.4,0.0
CAF-2023-0933,37.596,-119.0066,2023-09-22 16:00:00,Central Valley Foothills,0.23,10.8,16.5,37.6,13.8,19.8,0.42,8.02,1.15
CAF-2022-0934,36.4365,-118.2378,2022-09-26 08:00:00,Central Valley Foothills,4.47,42.8,12100.6,38.2,16.5,39.6,0.21,6.07,0.83
CAF-2019-0935,37.6277,-121.2558,2019-07-03 14:00:00,Northern Sierra Nevada,0.76,13.1,124.1,40.6,22.1,5.8,0.67,8.84,0.0
CAF-2019-0936,41.3759,-121.668,2019-11-08 09:00:00,Shasta Cascade,0.1,23.5,3.1,21.2,52.2,15.1,10.94,0.09,0.0
CAF-2018-0937,39.6665,-122.6352,2018-12-22 13:00:00,Northern Sierra Nevada,0.26,15.1,20.4,17.6,46.5,6.7,1.13,2.65,0.0
CAF-2018-0938,37.8315,-119.1474,2018-10-24 13:00:00,Central Valley Foothills,2.85,30.3,2011.8,31.3,33.6,24.6,0.38,8.52,0.0
CAF-2020-0939,39.085,-118.9274,2020-07-11 16:00:00,Central Valley Foothills,1.73,11.9,1349.5,36.9,22.9,40.0,0.05,8.18,0.0
CAF-2022-0940,34.2759,-119.9636,2022-03-06 15:00:00,Santa Barbara Ventura,1.38,28.1,947.0,19.2,46.9,4.1,2.94,3.77,0.0
CAF-2023-0941,36.8837,-117.3769,2023-11-07 15:00:00,Southern California,2.72,14.2,1850.0,21.3,62.7,28.4,15.61,2.67,0.0
CAF-2019-0942,33.0904,-119.2254,2019-11-08 15:00:00,Southern California,1.09,10.0,448.9,26.3,34.1,36.3,2.3,3.4,0.0
CAF-2020-0943,36.7298,-118.1262,2020-06-15 19:00:00,Southern California,2.63,31.9,3724.8,39.1,13.5,53.7,0.09,7.01,1.7
CAF-2018-0944,32.5,-117.1,2018-06-06 17:00:00,Inland Empire,4.58,36.3,5169.1,31.4,14.8,55.2,0.81,8.9,1.97
CAF-2020-0945,33.3743,-116.3725,2020-09-17 08:00:00,San Diego County,3.05,41.8,5597.1,29.6,22.6,35.7,0.14,7.67,0.0
CAF-2018-0946,35.1193,-118.4504,2018-12-02 19:00:00,Southern California,1.26,9.3,700.0,17.4,40.2,17.7,2.11,2.11,0.0
CAF-2019-0947,33.7123,-119.1916,2019-12-06 14:00:00,Southern California,2.15,11.4,1145.1,25.3,56.1,7.3,6.06,2.44,0.0
CAF-2018-0948,36.8756,-121.0533,2018-11-04 19:00:00,Central Valley Foothills,4.81,30.6,7213.7,22.6,62.4,28.9,3.48,3.11,0.0
CAF-2022-0949,41.6307,-121.0232,2022-07-25 14:00:00,Northern Sierra Nevada,1.53,14.8,642.2,42.6,30.1,39.9,0.72,6.53,0.0
CAF-2018-0950,35.3203,-115.5341,2018-11-02 09:00:00,Southern California,0.84,21.8,315.4,27.7,42.6,12.9,8.68,2.94,0.0
CAF-2018-0951,34.3553,-119.318,2018-08-15 12:00:00,Southern California,0.1,10.5,2.0,32.3,17.4,15.5,0.41,8.44,0.45
CAF-2019-0952,39.6944,-120.7669,2019-12-14 07:00:00,Northern Sierra Nevada,0.1,18.7,1.6,28.4,70.5,1.1,3.97,3.25,0.0
CAF-2019-0953,38.3984,-120.659,2019-11-08 07:00:00,Shasta Cascade,0.72,1.2,182.8,17.2,42.1,32.3,2.31,2.28,0.0
CAF-2020-0954,33.4104,-117.7617,2020-08-06 14:00:00,Southern California,3.18,28.1,3702.0,44.0,21.4,28.5,0.21,7.93,0.0
CAF-2019-0955,41.1429,-120.8405,2019-05-11 10:00:00,Northern Sierra Nevada,0.78,15.1,130.0,26.4,46.3,10.9,10.74,2.73,0.0
CAF-2023-0956,39.7299,-119.4648,2023-04-04 11:00:00,Northern Sierra Nevada,2.18,4.4,2165.6,13.2,58.9,13.1,0.1,4.53,0.0
CAF-2022-0957,34.93,-117.5538,2022-08-22 07:00:00,Inland Empire,3.81,29.2,2330.4,43.2,24.8,41.2,0.23,10.0,0.0
CAF-2023-0958,34.1842,-116.3742,2023-11-06 10:00:00,Inland Empire,0.1,11.5,5.0,13.6,45.4,22.3,8.53,0.68,0.0
CAF-2019-0959,34.4382,-118.5622,2019-09-04 14:00:00,Southern California,1.55,6.3,671.9,34.5,20.0,29.4,0.48,9.26,0.41
CAF-2019-0960,35.052,-119.6085,2019-10-02 10:00:00,Santa Barbara Ventura,4.37,40.9,4498.4,35.7,28.5,40.3,0.4,8.15,0.0
CAF-2018-0961,32.6265,-116.451,2018-03-19 09:00:00,San Diego County,3.2,19.4,1977.3,30.1,49.6,17.3,5.94,2.71,0.0
CAF-2023-0962,38.4048,-122.0189,2023-02-26 10:00:00,Bay Area Hills,2.17,20.3,1355.4,23.9,45.4,5.3,7.21,5.07,0.0
CAF-2022-0963,38.7161,-121.2451,2022-08-19 18:00:00,Northern Sierra Nevada,0.1,9.9,3.4,39.9,5.0,24.6,0.02,5.1,2.4
CAF-2019-0964,34.5381,-119.8466,2019-08-17 10:00:00,Southern California,1.79,34.6,1409.3,39.8,23.3,34.2,0.21,7.01,0.0
CAF-2021-0965,32.5,-117.467,2021-01-13 11:00:00,San Diego County,1.1,39.1,283.7,15.3,52.2,18.5,0.58,4.0,0.0
CAF-2021-0966,34.1595,-114.7384,2021-07-11 13:00:00,Southern California,0.96,1.4,444.5,30.8,9.1,29.4,0.85,9.64,2.63
CAF-2021-0967,32.5,-117.2991,2021-09-24 09:00:00,San Diego County,5.42,44.2,9467.9,37.4,9.1,44.9,0.13,7.74,2.78
CAF-2021-0968,36.1052,-118.3698,2021-06-03 08:00:00,Southern California,2.94,14.0,3164.8,25.9,12.0,32.8,0.4,5.22,1.34
CAF-2021-0969,37.129,-122.4599,2021-06-06 14:00:00,Bay Area Hills,0.85,6.5,386.3,35.7,13.2,32.8,0.1,6.89,1.29
CAF-2018-0970,35.3192,-120.9061,2018-06-02 15:00:00,Central Valley Foothills,5.08,21.0,13547.6,41.2,14.3,39.0,0.03,7.71,1.61
CAF-2020-0971,40.6316,-119.5349,2020-06-26 08:00:00,Northern Sierra Nevada,2.2,4.4,2077.5,28.3,6.3,42.1,0.12,7.55,3.04
CAF-2019-0972,38.8596,-122.0549,2019-07-11 08:00:00,Northern Sierra Nevada,1.45,11.6,1235.3,33.8,16.3,33.3,0.02,6.15,0.58
CAF-2023-0973,35.8195,-117.9817,2023-12-15 16:00:00,Southern California,2.55,28.7,1825.7,14.1,52.1,2.4,0.34,4.8,0.0
CAF-2023-0974,35.7568,-118.3728,2023-05-20 08:00:00,Southern California,4.13,36.1,5419.2,16.2,55.6,40.9,0.04,4.14,0.0
CAF-2018-0975,39.6127,-118.9365,2018-12-16 10:00:00,Northern Sierra Nevada,1.46,45.3,1080.4,16.0,51.4,17.9,1.19,4.69,0.0
CAF-2023-0976,36.7222,-120.9984,2023-12-04 14:00:00,Central Valley Foothills,0.38,15.8,76.2,22.1,39.3,21.1,14.49,3.13,0.0
CAF-2022-0977,32.5,-118.4821,2022-11-03 16:00:00,Southern California,1.11,1.0,552.6,15.0,44.4,3.4,0.55,1.93,0.0
CAF-2022-0978,39.6657,-121.149,2022-10-04 06:00:00,Northern Sierra Nevada,3.86,32.9,4023.7,46.6,11.6,52.6,0.42,6.4,2.03
CAF-2020-0979,37.5904,-119.2535,2020-06-24 14:00:00,Central Valley Foothills,3.68,51.8,2804.1,23.8,7.2,50.2,0.32,8.21,3.22
CAF-2023-0980,35.4009,-117.7576,2023-10-09 07:00:00,Southern California,1.41,25.4,1201.8,40.2,6.9,36.2,0.03,4.34,2.15
CAF-2021-0981,33.4925,-118.5267,2021-06-14 16:00:00,Southern California,2.01,31.9,2407.2,41.2,5.0,61.4,0.13,6.76,3.43
CAF-2020-0982,36.1839,-121.4028,2020-09-01 18:00:00,Central Valley Foothills,4.77,31.7,7629.2,37.2,23.9,11.3,0.71,9.33,0.0
CAF-2019-0983,33.3531,-115.7155,2019-09-17 11:00:00,Southern California,2.86,27.3,4839.1,42.5,23.1,22.2,0.36,7.27,0.0
CAF-2019-0984,34.9493,-118.6738,2019-08-11 08:00:00,Southern California,7.89,72.2,15088.4,34.7,25.3,53.7,0.29,10.0,0.29
CAF-2023-0985,36.7761,-121.0309,2023-04-07 14:00:00,Central Valley Foothills,0.99,8.5,401.6,23.2,51.4,6.2,3.04,2.51,0.0
CAF-2023-0986,33.4627,-116.1796,2023-05-17 14:00:00,San Diego County,3.86,13.2,9235.9,29.5,34.1,11.6,7.4,0.0,0.0
CAF-2021-0987,37.1745,-119.6711,2021-09-12 14:00:00,Central Valley Foothills,2.37,38.7,2667.7,50.0,5.6,38.0,0.44,5.67,2.75
CAF-2020-0988,33.7935,-115.5497,2020-04-13 07:00:00,San Diego County,2.02,30.4,1691.5,24.6,65.8,32.2,4.89,1.43,0.0
CAF-2019-0989,33.6793,-116.6379,2019-05-16 13:00:00,San Diego County,0.72,12.2,206.6,17.5,34.7,4.2,2.29,1.97,0.0
CAF-2023-0990,35.4182,-117.1422,2023-07-10 16:00:00,Southern California,2.31,1.3,1358.6,34.8,14.0,32.2,0.0,6.53,1.16
CAF-2021-0991,34.6646,-118.2701,2021-07-07 13:00:00,Southern California,5.73,49.3,5322.7,34.2,24.7,55.2,0.22,8.64,0.03
CAF-2021-0992,37.1303,-122.0788,2021-08-05 08:00:00,Bay Area Hills,1.97,35.8,1151.4,32.5,13.2,32.1,0.01,6.58,1.3
CAF-2019-0993,40.3157,-121.5542,2019-07-05 09:00:00,Shasta Cascade,3.16,9.5,2849.8,38.4,14.7,33.7,0.23,4.91,0.78
CAF-2019-0994,41.3613,-119.5806,2019-10-09 13:00:00,Northern Sierra Nevada,1.68,14.0,1598.4,49.1,8.7,35.8,0.3,6.7,2.26
CAF-2018-0995,34.4974,-118.4974,2018-06-22 15:00:00,Southern California,3.87,67.3,6275.0,43.6,12.6,46.4,0.34,7.43,1.93
CAF-2023-0996,34.9116,-118.8699,2023-09-22 10:00:00,Santa Barbara Ventura,1.84,29.5,761.7,41.2,19.3,42.2,0.19,5.28,0.0
CAF-2020-0997,34.1854,-116.816,2020-09-07 12:00:00,San Diego County,3.72,11.4,8517.9,40.5,15.9,30.4,0.34,6.35,0.81
CAF-2023-0998,33.5956,-117.1572,2023-09-05 17:00:00,Southern California,4.09,50.0,4358.1,35.4,13.8,39.8,0.22,6.43,1.41
CAF-2021-0999,36.6317,-118.8965,2021-06-03 15:00:00,Central Valley Foothills,1.33,9.5,954.1,32.3,17.6,27.7,0.58,7.96,0.59
CAF-2022-1000,33.3579,-115.3841,2022-09-22 18:00:00,Inland Empire,4.14,40.0,4258.0,31.1,5.0,39.1,0.0,6.39,3.16
CAF-2023-1001,35.2667,-118.0446,2023-08-07 08:00:00,Santa Barbara Ventura,5.9,43.0,14723.3,43.3,16.7,46.1,0.13,8.38,1.44
CAF-2023-1002,39.5647,-123.3978,2023-11-16 09:00:00,Shasta Cascade,1.79,8.9,818.1,18.9,33.6,40.9,0.58,2.8,0.0
CAF-2023-1003,33.1515,-118.322,2023-07-21 10:00:00,Southern California,2.41,19.3,2779.0,31.6,5.4,45.0,0.11,6.19,3.0
CAF-2023-1004,39.5521,-122.096,2023-06-06 15:00:00,Shasta Cascade,2.84,2.2,3937.0,36.7,5.0,40.5,0.07,6.58,3.13
CAF-2021-1005,40.228,-124.5,2021-08-03 16:00:00,Northern Sierra Nevada,5.85,43.1,15453.6,43.1,9.8,40.8,0.46,10.0,3.06
CAF-2021-1006,32.5,-117.3575,2021-04-08 17:00:00,San Diego County,0.19,7.0,15.2,27.1,50.3,29.9,0.38,0.0,0.0
CAF-2023-1007,36.1574,-119.334,2023-05-22 09:00:00,Central Valley Foothills,2.16,14.4,1524.1,14.3,50.7,1.7,0.72,1.18,0.0
CAF-2018-1008,35.7161,-119.9627,2018-07-13 19:00:00,Central Valley Foothills,3.5,53.8,4087.0,40.6,15.8,37.6,0.15,6.28,0.91
CAF-2019-1009,32.7999,-117.0593,2019-07-19 06:00:00,San Diego County,4.47,46.9,7867.6,39.5,10.5,41.7,0.77,9.27,2.7
CAF-2020-1010,38.8502,-119.8316,2020-11-12 19:00:00,Northern Sierra Nevada,1.62,18.9,1188.7,26.1,35.8,17.9,6.9,3.05,0.0
CAF-2023-1011,35.521,-118.4873,2023-07-03 16:00:00,Southern California,0.87,10.3,383.6,37.5,12.8,15.5,0.17,3.66,0.46
CAF-2023-1012,32.5,-117.8574,2023-07-23 06:00:00,Southern California,5.63,42.9,19341.3,35.9,18.2,19.6,0.02,7.62,0.56
CAF-2019-1013,35.8748,-119.403,2019-09-22 14:00:00,Southern California,3.42,32.1,2079.1,36.3,5.0,29.2,0.78,7.77,3.23
CAF-2018-1014,40.8985,-120.6053,2018-07-10 06:00:00,Northern Sierra Nevada,4.01,26.7,6702.2,36.0,16.4,61.1,0.5,8.15,1.56
CAF-2023-1015,37.3622,-118.2393,2023-05-25 17:00:00,Central Valley Foothills,2.49,11.6,3069.6,24.9,40.8,19.7,4.22,5.52,0.0
CAF-2018-1016,34.2433,-114.8133,2018-04-01 15:00:00,Inland Empire,1.0,18.2,307.0,24.0,63.9,2.8,10.04,1.95,0.0
CAF-2021-1017,33.1494,-116.5002,2021-06-12 11:00:00,San Diego County,0.43,6.4,36.4,28.6,29.8,36.1,0.16,6.33,0.0
CAF-2021-1018,41.0283,-120.9521,2021-12-18 19:00:00,Shasta Cascade,0.75,28.9,306.0,14.8,49.6,22.2,7.92,6.49,0.0
CAF-2021-1019,33.4626,-118.1816,2021-11-25 13:00:00,Southern California,0.79,4.5,119.8,27.9,35.1,2.2,2.08,3.74,0.0
CAF-2022-1020,41.6126,-121.1778,2022-05-08 13:00:00,Shasta Cascade,1.28,21.1,408.3,20.6,41.3,17.6,1.88,0.25,0.0
CAF-2019-1021,38.5301,-122.7711,2019-05-05 09:00:00,Northern Sierra Nevada,0.37,17.2,72.6,15.0,50.3,15.1,7.71,2.41,0.0
CAF-2019-1022,33.8001,-118.7649,2019-11-01 16:00:00,Santa Barbara Ventura,1.9,33.4,923.6,16.6,46.6,23.7,5.09,4.0,0.0
CAF-2019-1023,34.3979,-119.7022,2019-10-16 15:00:00,Santa Barbara Ventura,1.46,29.6,420.4,37.0,11.8,20.6,0.04,8.71,1.79
CAF-2021-1024,33.2415,-116.0401,2021-10-05 06:00:00,Inland Empire,1.28,19.0,972.2,29.3,6.5,24.6,0.17,7.21,2.61
CAF-2021-1025,40.2868,-121.7788,2021-09-25 17:00:00,Shasta Cascade,3.85,16.9,8498.7,46.3,11.4,41.6,1.16,9.31,2.48
CAF-2022-1026,41.5894,-119.7838,2022-10-05 15:00:00,Northern Sierra Nevada,0.1,14.4,4.1,45.3,14.9,31.5,0.21,6.86,0.88
CAF-2019-1027,39.48,-118.8865,2019-09-02 19:00:00,Northern Sierra Nevada,2.86,43.1,3192.9,34.6,6.2,32.1,0.0,7.17,2.88
CAF-2021-1028,37.6388,-118.7237,2021-09-11 08:00:00,Central Valley Foothills,2.21,25.9,834.8,36.2,8.3,74.4,0.31,5.23,2.69
CAF-2019-1029,42.0,-122.3284,2019-08-12 18:00:00,Northern Sierra Nevada,4.03,44.5,9502.1,41.5,5.0,30.5,0.7,4.38,2.61
CAF-2018-1030,37.7414,-121.4111,2018-03-06 07:00:00,Bay Area Hills,0.14,15.6,5.1,16.4,51.9,36.3,3.38,2.7,0.0
CAF-2018-1031,41.5618,-122.9406,2018-04-01 07:00:00,Shasta Cascade,2.32,27.2,1723.7,23.9,46.9,2.7,6.09,2.29,0.0
CAF-2019-1032,34.7648,-119.1185,2019-07-17 07:00:00,Southern California,0.68,1.0,131.4,40.8,8.1,20.8,0.41,9.61,2.67
CAF-2021-1033,40.3438,-121.7599,2021-12-27 08:00:00,Northern Sierra Nevada,2.31,1.0,3080.3,17.4,50.0,12.5,5.63,4.25,0.0
CAF-2019-1034,40.1668,-120.5191,2019-05-09 16:00:00,Shasta Cascade,0.41,3.6,79.6,20.7,58.9,15.3,0.26,2.43,0.0
CAF-2023-1035,41.3722,-122.143,2023-07-27 12:00:00,Northern Sierra Nevada,6.98,56.7,11179.5,39.0,10.6,40.5,0.47,9.92,2.95
CAF-2018-1036,36.1977,-118.96,2018-07-26 07:00:00,Central Valley Foothills,1.77,5.9,1696.1,33.9,25.9,31.4,0.09,7.42,0.0
CAF-2019-1037,34.2154,-119.8315,2019-10-27 15:00:00,Santa Barbara Ventura,4.76,28.4,13044.6,37.7,20.3,46.1,0.08,8.79,0.72
CAF-2018-1038,40.1758,-123.2897,2018-12-12 18:00:00,Shasta Cascade,4.48,50.8,9511.4,19.5,53.7,10.5,4.3,4.61,0.0
CAF-2019-1039,38.3244,-118.3104,2019-10-19 08:00:00,Central Valley Foothills,3.25,6.9,2916.9,33.4,12.0,38.7,0.57,7.35,1.88
CAF-2022-1040,34.1263,-119.7443,2022-12-25 19:00:00,Santa Barbara Ventura,0.29,19.2,16.1,21.5,51.4,7.2,4.89,3.41,0.0
CAF-2019-1041,36.9029,-119.8331,2019-08-22 13:00:00,Central Valley Foothills,3.08,34.4,4189.5,35.5,29.9,10.7,0.37,8.18,0.0
CAF-2021-1042,33.0574,-117.2619,2021-09-22 13:00:00,San Diego County,4.15,38.6,9089.0,34.3,19.4,58.5,0.12,8.93,1.08
CAF-2020-1043,39.3768,-121.2918,2020-11-21 17:00:00,Northern Sierra Nevada,0.1,10.0,5.5,23.1,52.7,28.4,5.47,3.51,0.0
CAF-2020-1044,36.8481,-119.6943,2020-03-10 18:00:00,Central Valley Foothills,0.1,12.8,2.1,26.6,35.5,35.3,0.78,2.21,0.0
CAF-2022-1045,39.8602,-121.109,2022-01-21 18:00:00,Northern Sierra Nevada,1.17,28.5,834.1,22.3,56.5,43.2,3.26,1.99,0.0
CAF-2018-1046,32.7052,-116.9194,2018-11-09 08:00:00,Inland Empire,2.14,21.1,2575.0,21.2,46.2,8.7,8.36,2.23,0.0
CAF-2022-1047,33.5163,-116.8953,2022-08-23 06:00:00,Inland Empire,1.34,8.9,944.2,38.9,11.7,33.6,0.56,6.41,1.54
CAF-2018-1048,34.9793,-118.3764,2018-05-21 06:00:00,Santa Barbara Ventura,0.85,28.1,312.4,21.7,57.4,1.8,3.0,2.97,0.0
CAF-2019-1049,35.6453,-118.3118,2019-09-07 06:00:00,Santa Barbara Ventura,2.21,31.6,1106.9,28.2,14.5,3.6,0.34,6.72,0.64
CAF-2023-1050,36.6682,-118.8879,2023-09-17 19:00:00,Central Valley Foothills,1.1,19.2,370.1,33.8,10.7,9.7,0.24,8.34,1.75
CAF-2021-1051,34.6347,-115.8299,2021-09-02 13:00:00,Southern California,2.47,42.0,3586.9,36.1,18.4,36.6,0.39,6.85,0.41
CAF-2020-1052,39.6968,-120.8632,2020-11-18 06:00:00,Northern Sierra Nevada,0.34,16.2,27.7,21.1,44.3,30.2,3.77,3.22,0.0
CAF-2022-1053,35.1763,-119.866,2022-11-25 14:00:00,Santa Barbara Ventura,0.22,37.2,23.2,21.8,57.1,4.6,1.54,0.85,0.0
CAF-2021-1054,40.9225,-121.6247,2021-03-20 16:00:00,Shasta Cascade,1.66,14.4,1369.8,22.4,48.8,4.0,2.63,3.95,0.0
CAF-2021-1055,38.7755,-120.5665,2021-10-05 13:00:00,Northern Sierra Nevada,2.71,25.9,3325.2,39.8,11.2,33.2,0.04,7.92,2.03
CAF-2022-1056,37.855,-123.2217,2022-10-25 13:00:00,Bay Area Hills,6.52,74.5,21689.1,36.4,13.7,55.8,0.39,8.28,2.2
CAF-2019-1057,41.7952,-123.9483,2019-09-18 18:00:00,Shasta Cascade,0.25,25.9,15.0,43.7,18.3,51.7,0.17,7.55,0.66
CAF-2023-1058,34.2088,-115.6234,2023-06-26 19:00:00,Inland Empire,4.29,25.3,3321.3,33.6,5.0,34.1,0.36,10.0,3.81
CAF-2021-1059,38.3387,-116.8156,2021-07-10 17:00:00,Central Valley Foothills,0.69,29.5,136.2,43.6,24.9,19.8,0.25,5.05,0.0
CAF-2020-1060,35.0513,-119.7487,2020-06-21 07:00:00,Santa Barbara Ventura,2.33,10.6,2870.4,43.1,5.0,39.3,0.4,7.71,3.3
CAF-2022-1061,34.5458,-115.5816,2022-11-12 10:00:00,Inland Empire,0.91,11.7,435.5,21.3,53.6,35.0,0.01,2.9,0.0
CAF-2019-1062,39.4559,-122.7817,2019-07-14 12:00:00,Northern Sierra Nevada,2.26,40.3,2050.0,30.4,18.3,18.2,0.29,6.57,0.08
CAF-2021-1063,32.5,-117.5775,2021-01-24 08:00:00,Inland Empire,0.33,12.0,55.7,12.8,64.5,10.0,0.56,4.29,0.0
CAF-2020-1064,33.9784,-118.7718,2020-10-27 11:00:00,Santa Barbara Ventura,3.41,46.0,4209.5,46.1,27.1,39.7,0.32,8.9,0.0
CAF-2022-1065,32.8599,-117.5126,2022-05-01 16:00:00,Inland Empire,4.8,22.2,6246.7,14.1,51.2,8.2,1.76,3.24,0.0
CAF-2019-1066,41.753,-121.2272,2019-12-11 12:00:00,Northern Sierra Nevada,2.45,6.2,3147.9,22.4,60.4,12.9,3.41,4.55,0.0
